User_ID,Date,Stock_name,Buy_qty,Stock_cost,Amount,Fixed
user_1,2021-03-07,apple,29,137611.35181922006,3990729.202757382,False
user_1,2021-03-11,apple,-21,-138547.77968359,-2909503.37335539,False
user_1,2021-03-13,apple,10,136720.32988580997,1367203.2988580996,False
user_1,2021-03-18,apple,36,135129.79838152,4864672.74173472,False
user_1,2021-03-24,apple,27,136085.9775827902,3674321.3947353354,False
user_1,2021-03-26,apple,-91,-137477.58823860003,-12510460.529712602,False
user_1,2021-03-30,samsung,24,82200.0,1972800.0,False
user_1,2021-04-05,samsung,18,85400.0,1537200.0,False
user_1,2021-04-09,samsung,4,83600.0,334400.0,False
user_1,2021-04-12,samsung,17,83200.0,1414400.0,False
user_1,2021-04-20,apple,17,148347.09895428,2521900.68222276,False
user_1,2021-04-25,samsung,36,82800.0,2980800.0,False
user_1,2021-04-28,samsung,17,82100.0,1395700.0,False
user_1,2021-05-01,apple,-48,-145477.58820371,-6982924.23377808,False
user_1,2021-05-06,samsung,5,82300.0,411500.0,False
user_1,2021-05-08,apple,31,145755.7816888801,4518429.232355283,False
user_1,2021-05-18,samsung,21,79600.0,1671600.0,False
user_1,2021-05-20,apple,-5,-143907.40180271,-719537.00901355,False
user_1,2021-05-21,apple,23,141365.88764607,3251415.4158596103,False
user_1,2021-05-27,samsung,-153,-79600.0,-12178800.0,False
user_1,2021-06-20,apple,-3,-147881.64142272025,-443644.9242681607,False
user_1,2021-07-04,samsung,41,80000.0,3280000.0,False
user_1,2021-07-05,apple,9,158122.61990759012,1423103.579168311,False
user_1,2021-07-11,samsung,20,79400.0,1588000.0,False
user_1,2021-07-15,apple,30,169773.51727467985,5093205.518240396,False
user_1,2021-07-17,apple,-39,-166902.16492793,-6509184.43218927,False
user_1,2021-07-20,apple,1,168082.71570748033,168082.71570748033,False
user_1,2021-07-28,apple,7,167243.13273957974,1170701.9291770582,False
user_1,2021-07-29,apple,9,167400.07620234994,1506600.6858211495,False
user_1,2021-08-06,samsung,37,81500.0,3015500.0,False
user_1,2021-08-08,apple,34,167055.55492618,5679888.867490119,False
user_1,2021-08-19,samsung,6,73100.0,438600.0,False
user_1,2021-08-21,apple,-77,-174181.04867363002,-13411940.747869512,False
user_1,2021-08-25,samsung,39,75700.0,2952300.0,False
user_1,2021-08-28,apple,11,173862.00702000002,1912482.0772200003,False
user_1,2021-08-31,samsung,5,76700.0,383500.0,False
user_1,2021-09-24,samsung,-163,-77300.0,-12599900.0,False
user_1,2021-11-09,apple,-91,-180950.88193813004,-16466530.256369833,False
user_1,2021-11-10,apple,-3,-174175.79764499998,-522527.39293499995,False
user_1,2021-11-14,apple,-3,-177454.67256569993,-532364.0176970998,False
user_1,2021-11-15,samsung,39,71400.0,2784600.0,False
user_1,2021-12-01,apple,23,194899.84445988995,4482696.422577469,False
user_1,2021-12-12,apple,18,211271.85707221014,3802893.4272997826,False
user_1,2021-12-19,apple,-29,-202997.71392120997,-5886933.703715089,False
user_1,2021-12-21,apple,12,205878.86388564997,2470546.3666278,False
user_1,2021-12-23,samsung,-73,-79900.0,-5832700.0,False
user_1,2021-12-30,samsung,38,78300.0,2975400.0,False
user_1,2022-01-09,apple,36,207599.14518136994,7473569.226529318,False
user_1,2022-01-26,samsung,-3,-73300.0,-219900.0,False
user_1,2022-01-28,apple,14,204985.33756404993,2869794.725896699,False
user_1,2022-02-03,apple,3,207473.07005714023,622419.2101714207,False
user_1,2022-02-09,apple,4,210894.33695944003,843577.3478377601,False
user_1,2022-02-11,apple,-20,-202258.37875329002,-4045167.5750658005,False
user_1,2022-02-23,apple,16,190912.30459254037,3054596.873480646,False
user_1,2022-02-26,samsung,48,71900.0,3451200.0,False
user_1,2022-02-27,apple,9,198809.107236,1789281.965124,False
user_1,2022-03-01,apple,32,195991.78121000982,6271736.998720314,False
user_1,2022-03-02,samsung,36,71700.0,2581200.0,False
user_1,2022-03-12,samsung,-31,-70000.0,-2170000.0,False
user_1,2022-03-16,samsung,15,70400.0,1056000.0,False
user_1,2022-03-18,samsung,45,70700.0,3181500.0,False
user_1,2022-03-22,apple,42,205923.2730342402,8648777.467438089,False
user_1,2022-03-25,samsung,-155,-69800.0,-10819000.0,False
user_1,2022-03-29,apple,44,218986.2082502602,9635393.16301145,False
user_1,2022-04-07,apple,50,209597.65865104,10479882.932552,False
user_1,2022-04-10,apple,40,207962.24029241988,8318489.611696796,False
user_1,2022-04-18,samsung,11,66700.0,733700.0,False
user_1,2022-04-22,apple,35,201022.4467846701,7035785.637463453,False
user_1,2022-06-03,apple,1,180393.32046127986,180393.32046127986,False
user_1,2022-06-07,samsung,37,65500.0,2423500.0,False
user_1,2022-06-10,apple,47,173335.0716627001,8146748.368146905,False
user_1,2022-06-14,samsung,-48,-61900.0,-2971200.0,False
user_1,2022-06-20,samsung,7,58700.0,410900.0,False
user_1,2022-06-25,samsung,-9,-58400.0,-525600.0,False
user_1,2022-06-27,apple,-221,-182499.17207790015,-40332317.02921593,False
user_1,2022-07-07,apple,41,190964.80181669985,7829556.874484694,False
user_1,2022-07-09,apple,41,190806.45044540984,7823064.4682618035,False
user_1,2022-07-14,samsung,-3,-57500.0,-172500.0,False
user_1,2022-07-17,apple,-90,-197650.75607681987,-17788568.046913788,False
user_1,2022-07-21,apple,-48,-203954.36160046997,-9789809.356822558,False
user_1,2022-07-22,samsung,46,61300.0,2819800.0,False
user_1,2022-07-24,apple,47,201372.5075744401,9464507.855998684,False
user_1,2022-08-01,samsung,42,61300.0,2574600.0,False
user_1,2022-08-06,apple,22,215298.92853707974,4736576.427815754,False
user_1,2022-09-01,apple,-39,-212023.40057542006,-8268912.622441382,False
user_1,2022-09-03,samsung,2,57500.0,115000.0,False
user_1,2022-09-10,samsung,-47,-55600.0,-2613200.0,False
user_1,2022-09-21,apple,43,214056.64012971,9204435.52557753,False
user_1,2022-09-29,samsung,-19,-52600.0,-999400.0,False
user_1,2022-10-01,apple,-24,-197649.49579028986,-4743587.898966957,False
user_1,2022-10-08,samsung,-5,-56200.0,-281000.0,False
user_1,2022-10-11,samsung,-3,-55400.0,-166200.0,False
user_1,2022-10-24,samsung,-4,-57500.0,-230000.0,False
user_1,2022-10-25,samsung,-11,-57700.0,-634700.0,False
user_1,2022-10-31,samsung,33,59400.0,1960200.0,False
user_1,2022-11-11,apple,45,202000.68420339,9090030.78915255,False
user_1,2022-11-18,samsung,45,61800.0,2781000.0,False
user_1,2022-11-22,samsung,43,60600.0,2605800.0,False
user_1,2022-11-23,apple,9,204350.87885569962,1839157.9097012966,False
user_1,2022-11-30,samsung,-62,-62200.0,-3856400.0,False
user_1,2022-12-01,apple,-40,-189807.1427075899,-7592285.708303596,False
user_1,2022-12-02,apple,31,192633.3798935,5971634.7766985,False
user_1,2022-12-10,apple,31,187172.12677732,5802335.93009692,False
user_1,2022-12-12,apple,2,188295.0461734102,376590.0923468204,False
user_1,2022-12-13,apple,-170,-189972.19010660003,-32295272.318122003,False
user_1,2022-12-18,apple,44,177163.11118626012,7795176.8921954455,False
user_1,2022-12-28,apple,-10,-160358.17612744003,-1603581.7612744004,False
user_1,2022-12-30,samsung,-59,-55300.0,-3262700.0,False
user_1,2023-01-08,samsung,46,59000.0,2714000.0,False
user_1,2023-01-15,samsung,-35,-60800.0,-2128000.0,False
user_1,2023-01-27,apple,31,179763.85837473016,5572679.609616635,False
user_1,2023-02-04,samsung,-6,-63800.0,-382800.0,False
user_1,2023-02-05,apple,40,189247.053708,7569882.14832,False
user_1,2023-02-08,samsung,-4,-63100.0,-252400.0,False
user_1,2023-02-09,samsung,43,63000.0,2709000.0,False
user_1,2023-02-12,samsung,-25,-62800.0,-1570000.0,False
user_1,2023-02-15,apple,38,197618.59504450002,7509506.611691001,False
user_1,2023-02-22,apple,3,194451.14397127982,583353.4319138394,False
user_1,2023-02-25,apple,1,190441.3194313197,190441.3194313197,False
user_1,2023-03-10,apple,4,196844.18227649998,787376.7291059999,False
user_1,2023-03-22,apple,37,205721.9284949099,7611711.354311666,False
user_1,2023-03-26,samsung,-7,-63000.0,-441000.0,False
user_1,2023-04-05,apple,-4,-214920.26060578984,-859681.0424231593,False
user_1,2023-04-16,apple,50,215009.26833135035,10750463.416567517,False
user_1,2023-04-20,samsung,-12,-65300.0,-783600.0,False
user_1,2023-05-01,apple,26,226770.66241327985,5896037.222745276,False
user_1,2023-05-04,apple,-51,-221367.76903759016,-11289756.220917098,False
user_1,2023-05-07,apple,30,229138.4489067302,6874153.467201905,False
user_1,2023-05-13,samsung,-1,-64100.0,-64100.0,False
user_1,2023-05-23,apple,43,225400.6646237001,9692228.578819105,False
user_1,2023-05-28,apple,14,233478.0260152199,3268692.3642130783,False
user_1,2023-05-30,apple,50,234849.8049455699,11742490.247278495,False
user_1,2023-06-02,samsung,14,72200.0,1010800.0,False
user_1,2023-06-08,apple,41,236246.95681899978,9686125.22957899,False
user_1,2023-06-10,apple,28,234583.8779120697,6568348.581537952,False
user_1,2023-06-13,samsung,-5,-72000.0,-360000.0,False
user_1,2023-06-17,samsung,48,71800.0,3446400.0,False
user_1,2023-06-18,apple,-211,-234857.65252097987,-49554964.68192675,False
user_1,2023-06-20,samsung,25,71400.0,1785000.0,False
user_1,2023-06-21,samsung,22,70500.0,1551000.0,False
user_1,2023-06-30,samsung,-57,-72200.0,-4115400.0,False
user_1,2023-08-02,samsung,30,69900.0,2097000.0,False
user_1,2023-08-05,samsung,25,68300.0,1707500.0,False
user_1,2023-08-10,samsung,41,68000.0,2788000.0,False
user_1,2023-08-12,samsung,-110,-67500.0,-7425000.0,False
user_1,2023-08-15,apple,-118,-236849.60722128002,-27948253.652111042,False
user_1,2023-08-17,apple,5,233739.412344,1168697.06172,False
user_1,2023-09-02,apple,5,250966.3065143801,1254831.5325719004,False
user_1,2023-09-11,apple,8,239502.98684987996,1916023.8947990397,False
user_1,2023-10-07,apple,-123,-238912.20660221027,-29386201.41207186,False
user_1,2023-10-18,samsung,27,70500.0,1903500.0,False
user_1,2023-10-19,samsung,-6,-69500.0,-417000.0,False
user_1,2023-10-29,apple,-35,-227154.19043085995,-7950396.665080098,False
user_1,2023-11-03,apple,-2,-235594.57353701966,-471189.1470740393,False
user_1,2023-11-04,apple,-1,-235594.57353701966,-235594.57353701966,False
user_1,2023-11-12,samsung,-30,-70500.0,-2115000.0,False
user_1,2023-11-20,samsung,-19,-72700.0,-1381300.0,False
user_1,2023-11-23,samsung,-5,-72400.0,-362000.0,False
user_1,2023-11-27,apple,21,244789.24247327974,5140574.091938875,False
user_1,2023-12-21,samsung,31,75000.0,2325000.0,False
user_1,2023-12-22,samsung,-14,-75900.0,-1062600.0,False
user_1,2023-12-28,samsung,22,78500.0,1727000.0,False
user_1,2024-01-02,apple,13,240132.77154641994,3121726.030103459,False
user_1,2024-01-06,samsung,-20,-76600.0,-1532000.0,False
user_1,2024-01-08,apple,14,243664.40110154,3411301.6154215597,False
user_1,2024-01-09,samsung,-2,-74700.0,-149400.0,False
user_1,2024-01-14,apple,46,243925.17631682003,11220558.110573722,False
user_1,2024-01-21,apple,13,256242.15343771994,3331147.994690359,False
user_1,2024-01-27,apple,14,257078.89550811992,3599104.537113679,False
user_1,2024-02-05,samsung,15,74300.0,1114500.0,False
user_1,2024-02-19,apple,-55,-242760.3391152001,-13351818.651336005,False
user_1,2024-03-03,apple,-62,-239882.0285374598,-14872685.769322507,False
user_1,2024-03-05,samsung,-4,-73700.0,-294800.0,False
user_1,2024-03-11,samsung,-19,-72400.0,-1375600.0,False
user_1,2024-03-20,apple,19,238885.36429935994,4538821.921687839,False
user_1,2024-03-26,samsung,4,79900.0,319600.0,False
user_1,2024-03-28,apple,28,231463.70700331978,6480983.7960929535,False
user_1,2024-04-10,samsung,6,83600.0,501600.0,False
user_1,2024-04-13,apple,-46,-241492.1501008199,-11108638.904637717,False
user_1,2024-04-16,apple,23,235043.55899107023,5406001.856794615,False
user_1,2024-04-17,apple,14,233073.114288,3263023.6000320003,False
user_1,2024-04-18,samsung,21,79600.0,1671600.0,False
user_1,2024-04-23,apple,13,230128.3820523602,2991668.9666806823,False
user_1,2024-05-05,apple,-5,-250247.69277390008,-1251238.4638695004,False
user_1,2024-05-19,samsung,32,77400.0,2476800.0,False
user_1,2024-05-21,samsung,36,78400.0,2822400.0,False
user_1,2024-05-25,samsung,32,75900.0,2428800.0,False
user_1,2024-06-06,apple,28,266192.5477802401,7453391.337846722,False
user_1,2024-06-12,samsung,-133,-76500.0,-10174500.0,False
user_1,2024-06-21,samsung,35,80000.0,2800000.0,False
user_2,2020-02-27,samsung,14,55900.0,782600.0,False
user_2,2020-02-29,samsung,15,54200.0,813000.0,False
user_2,2020-03-01,apple,15,82780.92458681976,1241713.8688022965,False
user_2,2020-03-17,apple,30,77883.41106538501,2336502.3319615503,False
user_2,2020-03-19,apple,18,76821.14178132,1382780.5520637599,False
user_2,2020-03-22,apple,13,72031.79434343001,936413.3264645902,False
user_2,2020-03-27,apple,-31,-75076.98520802494,-2327386.5414487734,False
user_2,2020-03-29,samsung,16,48300.0,772800.0,False
user_2,2020-04-03,samsung,-11,-47000.0,-517000.0,False
user_2,2020-05-01,apple,20,87657.58640748741,1753151.7281497482,False
user_2,2020-06-12,apple,-60,-102043.16923271996,-6122590.153963197,False
user_2,2020-06-21,samsung,-19,-52900.0,-1005100.0,False
user_2,2020-06-28,apple,4,106223.38236967001,424893.52947868005,False
user_2,2020-06-29,samsung,4,52400.0,209600.0,False
user_2,2020-08-10,samsung,48,57800.0,2774400.0,False
user_2,2020-08-12,apple,20,133914.58990975996,2678291.798195199,False
user_2,2020-08-14,apple,16,136064.2695095825,2177028.31215332,False
user_2,2020-08-16,apple,38,136064.2695095825,5170442.2413641345,False
user_2,2020-08-20,apple,-8,-139707.6104996949,-1117660.8839975593,False
user_2,2020-08-21,apple,-7,-147290.15570330012,-1031031.0899231008,False
user_2,2020-08-23,samsung,-34,-55900.0,-1900600.0,False
user_2,2020-08-26,apple,6,150113.87922916253,900683.2753749752,False
user_2,2020-08-31,samsung,7,54000.0,378000.0,False
user_2,2020-09-04,samsung,29,55600.0,1612400.0,False
user_2,2020-09-14,apple,22,136928.85704152996,3012434.8549136594,False
user_2,2020-09-17,apple,2,129326.19315336022,258652.38630672044,False
user_2,2020-09-18,samsung,34,59300.0,2016200.0,False
user_2,2020-09-19,apple,-63,-124858.56388955991,-7866089.525042274,False
user_2,2020-09-23,apple,-10,-124527.0034875,-1245270.034875,False
user_2,2020-09-24,samsung,-56,-57800.0,-3236800.0,False
user_2,2020-10-02,samsung,-1,-58200.0,-58200.0,False
user_2,2020-10-09,apple,-19,-134557.60859581,-2556594.56332039,False
user_2,2020-10-11,samsung,38,59700.0,2268600.0,False
user_2,2020-10-12,samsung,5,60400.0,302000.0,False
user_2,2020-10-13,apple,6,138829.04061359997,832974.2436815999,False
user_2,2020-10-17,apple,-10,-136174.34976271,-1361743.4976271,False
user_2,2020-10-20,samsung,40,60900.0,2436000.0,False
user_2,2020-10-25,samsung,45,60200.0,2709000.0,False
user_2,2020-10-28,samsung,29,59000.0,1711000.0,False
user_2,2020-11-01,samsung,-183,-56600.0,-10357800.0,False
user_2,2020-11-25,samsung,-17,-66600.0,-1132200.0,False
user_2,2020-12-02,apple,11,136160.94818188006,1497770.4300006805,False
user_2,2020-12-11,samsung,-1,-73400.0,-73400.0,False
user_2,2020-12-16,samsung,-2,-73800.0,-147600.0,False
user_2,2021-01-09,apple,-7,-144339.88964850985,-1010379.2275395689,False
user_2,2021-01-23,samsung,48,86800.0,4166400.0,False
user_2,2021-01-30,samsung,-44,-82000.0,-3608000.0,False
user_2,2021-02-02,apple,8,150767.63745935002,1206141.0996748002,False
user_2,2021-02-18,apple,30,143271.19458764032,4298135.837629209,False
user_2,2021-02-21,samsung,23,82600.0,1899800.0,False
user_2,2021-02-22,apple,27,139096.432566,3755603.6792820003,False
user_2,2021-02-23,samsung,13,82000.0,1066000.0,False
user_2,2021-02-27,apple,46,135705.70664456,6242462.50564976,False
user_2,2021-03-01,apple,22,143555.45278442,3158219.96125724,False
user_2,2021-03-05,samsung,40,82100.0,3284000.0,False
user_2,2021-03-08,apple,-35,-131194.73636389,-4591815.77273615,False
user_2,2021-03-11,samsung,39,82000.0,3198000.0,False
user_2,2021-03-12,apple,28,136720.32988580997,3828169.2368026795,False
user_2,2021-03-16,samsung,50,82800.0,4140000.0,False
user_2,2021-03-20,apple,-96,-135121.93484793004,-12971705.745401284,False
user_2,2021-03-21,samsung,-168,-81900.0,-13759200.0,False
user_2,2021-03-26,samsung,39,81500.0,3178500.0,False
user_2,2021-04-05,samsung,-32,-85400.0,-2732800.0,False
user_2,2021-04-12,samsung,31,83200.0,2579200.0,False
user_2,2021-04-23,apple,12,150249.01206324977,1802988.1447589973,False
user_2,2021-04-24,apple,20,150249.01206324977,3004980.241264995,False
user_2,2021-05-05,apple,-28,-144100.98210486022,-4034827.498936086,False
user_2,2021-05-07,apple,15,145755.7816888801,2186336.7253332012,False
user_2,2021-05-08,apple,37,145755.7816888801,5392963.922488564,False
user_2,2021-05-23,apple,-1,-141365.88764607,-141365.88764607,False
user_2,2021-05-30,apple,1,139226.76022319004,139226.76022319004,False
user_2,2021-06-03,samsung,22,82800.0,1821600.0,False
user_2,2021-06-05,apple,42,140422.73305705006,5897754.788396102,False
user_2,2021-06-16,samsung,32,81800.0,2617600.0,False
user_2,2021-06-17,apple,18,149179.67611864037,2685234.170135527,False
user_2,2021-06-19,apple,-2,-147881.64142272025,-295763.2828454405,False
user_2,2021-06-20,apple,-94,-147881.64142272025,-13900874.293735703,False
user_2,2021-06-22,apple,14,151442.94412332014,2120201.217726482,False
user_2,2021-06-26,apple,11,150520.79565319006,1655728.7521850907,False
user_2,2021-06-30,apple,-25,-154834.65888317005,-3870866.4720792514,False
user_2,2021-07-04,samsung,-41,-80000.0,-3280000.0,False
user_2,2021-07-09,apple,-56,-166336.69615447003,-9314854.984650321,False
user_2,2021-07-11,apple,21,166336.69615447003,3493070.6192438705,False
user_2,2021-07-15,apple,7,169773.51727467985,1188414.620922759,False
user_2,2021-07-16,apple,4,166902.16492793,667608.65971172,False
user_2,2021-07-17,samsung,-11,-79800.0,-877800.0,False
user_2,2021-08-09,apple,24,167261.36464827982,4014272.7515587155,False
user_2,2021-08-21,apple,-15,-174181.04867363002,-2612715.73010445,False
user_2,2021-08-26,apple,-23,-171637.69356493032,-3947666.9519933974,False
user_2,2021-10-01,apple,-12,-168857.64676083016,-2026291.7611299618,False
user_2,2021-10-21,apple,20,175577.70341932014,3511554.068386403,False
user_2,2021-10-24,samsung,-8,-70400.0,-563200.0,False
user_2,2021-10-25,apple,31,174880.91022041996,5421308.216833019,False
user_2,2021-11-03,apple,-9,-178461.2913983102,-1606151.6225847916,False
user_2,2021-11-04,samsung,33,70600.0,2329800.0,False
user_2,2021-11-05,apple,-37,-179392.35455785005,-6637517.118640452,False
user_2,2021-11-06,apple,19,179392.35455785005,3408454.736599151,False
user_2,2021-11-17,samsung,-1,-70700.0,-70700.0,False
user_2,2021-11-21,apple,-5,-189914.60240190008,-949573.0120095004,False
user_2,2021-11-24,apple,15,192700.49744483992,2890507.4616725985,False
user_2,2021-11-28,samsung,26,72300.0,1879800.0,False
user_2,2021-12-04,apple,24,190448.45532971993,4570762.927913278,False
user_2,2021-12-06,samsung,11,76300.0,839300.0,False
user_2,2021-12-13,apple,36,207192.18859838985,7458918.789542034,False
user_2,2021-12-24,apple,-81,-208979.9388145,-16927375.0439745,False
user_2,2021-12-29,samsung,-88,-78800.0,-6934400.0,False
user_2,2021-12-31,apple,27,211288.7782927801,5704797.013905062,False
user_2,2022-01-18,samsung,16,77000.0,1232000.0,False
user_2,2022-01-29,apple,-11,-204985.33756404993,-2254838.713204549,False
user_2,2022-02-01,samsung,32,73300.0,2345600.0,False
user_2,2022-02-11,apple,-17,-202258.37875329002,-3438392.4388059303,False
user_2,2022-02-22,apple,-1,-196309.83483604036,-196309.83483604036,False
user_2,2022-02-27,apple,35,198809.107236,6958318.753260001,False
user_2,2022-02-28,apple,-4,-197746.04919797016,-790984.1967918806,False
user_2,2022-03-07,apple,46,193821.9004374299,8915807.420121776,False
user_2,2022-03-08,apple,-39,-194013.32217916008,-7566519.564987243,False
user_2,2022-03-11,apple,-26,-190101.2693720801,-4942633.003674082,False
user_2,2022-03-15,samsung,-17,-69500.0,-1181500.0,False
user_2,2022-03-30,apple,-11,-214947.04582537,-2364417.50407907,False
user_2,2022-04-03,apple,-2,-211699.492571,-423398.985142,False
user_2,2022-04-12,apple,18,207068.49615554017,3727232.930799723,False
user_2,2022-04-18,samsung,11,66700.0,733700.0,False
user_2,2022-04-21,apple,-31,-205377.24967354006,-6366694.739879742,False
user_2,2022-05-03,samsung,8,67500.0,540000.0,False
user_2,2022-05-07,apple,7,199541.12702458006,1396787.8891720604,False
user_2,2022-05-15,samsung,34,66500.0,2261000.0,False
user_2,2022-05-17,apple,-3,-191004.81681748986,-573014.4504524695,False
user_2,2022-05-22,samsung,-18,-68000.0,-1224000.0,False
user_2,2022-05-24,apple,18,176687.96887937997,3180383.4398288396,False
user_2,2022-05-29,samsung,-44,-66500.0,-2926000.0,False
user_2,2022-06-03,samsung,-18,-66800.0,-1202400.0,False
user_2,2022-06-06,apple,50,182752.45718752997,9137622.8593765,False
user_2,2022-06-10,samsung,37,63800.0,2360600.0,False
user_2,2022-06-18,samsung,-49,-59800.0,-2930200.0,False
user_2,2022-07-08,apple,3,190806.45044540984,572419.3513362295,False
user_2,2022-07-10,apple,-49,-190806.45044540984,-9349516.071825081,False
user_2,2022-07-11,apple,14,187431.3564809798,2624038.990733717,False
user_2,2022-07-17,apple,3,197650.75607681987,592952.2682304597,False
user_2,2022-07-19,apple,42,199155.415134,8364527.435628001,False
user_2,2022-07-21,apple,26,203954.36160046997,5302813.401612219,False
user_2,2022-07-24,apple,-52,-201372.5075744401,-10471370.393870885,False
user_2,2022-07-27,apple,50,205536.00558665986,10276800.279332994,False
user_2,2022-07-29,apple,-40,-210474.8239244899,-8418992.956979595,False
user_2,2022-08-04,samsung,-6,-61500.0,-369000.0,False
user_2,2022-08-16,apple,32,227219.54343043992,7271025.389774078,False
user_2,2022-09-04,apple,30,211138.12455036005,6334143.736510801,False
user_2,2022-09-11,apple,-15,-217642.703085,-3264640.5462749996,False
user_2,2022-09-28,apple,30,213710.79419335996,6411323.825800799,False
user_2,2022-09-30,apple,17,197649.49579028986,3360041.4284349275,False
user_2,2022-10-02,apple,-65,-197649.49579028986,-12847217.22636884,False
user_2,2022-10-13,apple,41,203603.47155126013,8347742.333601665,False
user_2,2022-10-20,apple,34,205766.08389888998,6996046.852562259,False
user_2,2022-10-28,samsung,37,57300.0,2120100.0,False
user_2,2022-10-31,apple,-140,-217995.80899355994,-30519413.259098392,False
user_2,2022-11-07,samsung,1,60200.0,60200.0,False
user_2,2022-11-19,apple,3,203144.63810075002,609433.91430225,False
user_2,2022-11-27,samsung,-19,-61000.0,-1159000.0,False
user_2,2022-11-29,apple,-32,-189184.73701391,-6053911.58444512,False
user_2,2022-12-22,samsung,-4,-59100.0,-236400.0,False
user_2,2022-12-23,samsung,12,58100.0,697200.0,False
user_2,2023-01-08,apple,37,165159.2122285797,6110890.852457449,False
user_2,2023-01-15,apple,1,166985.15327814998,166985.15327814998,False
user_2,2023-01-22,samsung,-5,-61800.0,-309000.0,False
user_2,2023-02-04,samsung,-21,-63800.0,-1339800.0,False
user_2,2023-02-07,apple,-14,-195049.2088396201,-2730688.923754682,False
user_2,2023-02-22,samsung,6,61100.0,366600.0,False
user_2,2023-03-01,samsung,-2,-60600.0,-121200.0,False
user_2,2023-03-19,samsung,39,61300.0,2390700.0,False
user_2,2023-03-20,samsung,29,60200.0,1745800.0,False
user_2,2023-04-03,apple,-16,-216931.60566564003,-3470905.6906502405,False
user_2,2023-04-11,samsung,-3,-65900.0,-197700.0,False
user_2,2023-04-15,apple,-6,-215009.26833135035,-1290055.6099881022,False
user_2,2023-04-22,samsung,-66,-65700.0,-4336200.0,False
user_2,2023-04-23,samsung,3,65700.0,197100.0,False
user_2,2023-04-25,apple,-2,-218272.66935593018,-436545.33871186036,False
user_2,2023-04-26,samsung,-3,-64100.0,-192300.0,False
user_2,2023-04-28,samsung,-1,-65500.0,-65500.0,False
user_2,2023-04-29,apple,23,227267.6883694699,5227156.832497807,False
user_2,2023-05-04,samsung,-2,-65100.0,-130200.0,False
user_2,2023-05-09,samsung,-1,-65300.0,-65300.0,False
